type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
1,bountiful blessing,jessica hsuan tay ping hui thomas ong jeffrey xu ya hui ann kok zhu houren yao wenlong,international tv show tv drama tv scifi fantasy,former mortal kitchen god cook celestial turmoil impregnates open restaurant beloved reincarnated wife,"['international', 'tv', 'show', 'tv', 'drama', 'tv', 'scifi', 'fantasy']",2011,1 Season,Singapore,TV-14,419,9
1,close eye ’ dark,bryan shuhao chang jian manshu yen tsao sun kefang allen chen jake hsu chu shengping blue lan,crime tv show international tv show tv drama,vacationing mountain cabin group longtime friend uncovers old scandal could deadly consequence,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'drama']",2016,1 Season,Taiwan,TV-14,483,9
1,entangled,thomas ong jack tan margaret wang kate pang huang qi ming aileen tan rayson tan zhang shui fa,international tv show tv drama,child two family become friend begin unravel horrific crime past already linked father,"['international', 'tv', 'show', 'tv', 'drama']",2014,1 Season,South Korea,TV-14,435,9
1,fartsa,alexander petrov fillip gorenshtein maksim emelyanov aleksey vesyolkin zoya berber ieva andrejevaite,crime tv show international tv show tv drama,four russian friend grow early 60 life love curse success threaten derail dream,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'drama']",2015,1 Season,Russia,TV-14,407,9
0,handsome devil,fionn oshea nicholas galitzine andrew scott michael mcelhatton moe dunford ruairí oconnor jay duffy mark lavery jamie hallahan ardal ohanlon amy huberman,comedy drama international movie,selfdescribed outsider sent rugbyobsessed boarding school form unexpected bond star player,"['comedy', 'drama', 'international', 'movie']",2016,95 min,Ireland,TV-MA,279,11
1,ever fallen love miss jiang,lan chenglung esther yeh yuchen greg han,crime tv show international tv show tv drama,new teacher find unenviable situation witnessing troubling interaction administrator student,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'tv', 'drama']",2016,1 Season,Unknown,TV-14,736,9
0,jessica darling list,chloe east emma rayne lyle jane widdop jane sibbett eric lute blair fowler ashley liao eva bella kimrie lewisdavis abraham benrubi,child family movie comedy,armed popularity tip beautiful older sister precocious jessica darling prepares navigate treacherous world seventh grade,"['child', 'family', 'movie', 'comedy']",2016,80 min,United States,TV-Y,603,13
1,life plan b,rainie yang yan yulin johnny lu chang fuchien chen chihsia,international tv show romantic tv show tv drama,two parallel life path begin man woman love offered lucrative promotion far away must choose love career,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'drama']",2016,1 Season,Taiwan,TV-PG,483,12
1,locust,pyotr fyodorov paulina andreeva dmitry shevchenko aleksey gorbunov evgeniya dmitrieva maksim pinsker,crime tv show international tv show romantic tv show,torrid affair passionate lowborn poet wealthy moscow heiress engulfed class difference criminality eventually murder,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'romantic', 'tv', 'show']",2014,1 Season,Russia,TV-MA,407,11
1,love storm,chris wu chen yu greg han esther yeh yeh chenting deng yukai,international tv show romantic tv show tv comedy,three grown sibling must rethink idea family learn parent getting divorced eye new partner,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'comedy']",2016,1 Season,Unknown,TV-14,736,9
0,maz jobrani immigrant,maz jobrani,standup comedy,iranian american comic maz jobrani light kennedy center riff immigrant life trump era modern parenting pitfall,"['standup', 'comedy']",2017,67 min,Unknown,TV-14,736,9
0,opening night,topher grace alona tal anne heche taye diggs rob riggle paul scheer jc chasez lauren lapkus lesli margherita brian huskey,comedy independent movie music musical,rising star broadway nick perennially pestered production manager new musical dedicated rock music onehit wonder,"['comedy', 'independent', 'movie', 'music', 'musical']",2016,84 min,United States,TV-MA,603,11
0,raising bar,kelli berglund lili karamalikis te fowler emily morris peta shannon adam tuominen caetlyn collins jack tomich isabelle andarygeslin rachel dsena,child family movie drama sport movie,teenager gave spot elite u gymnastics program family moved australia enters competition help new friend,"['child', 'family', 'movie', 'drama', 'sport', 'movie']",2016,97 min,Australia,TV-Y,15,13
1,surviving escobar alias jj,juan pablo urrego amparo grisales nicole santamaría elkin díaz francisco javier rueda ramsés ramos lina marcela castrillón toto vega camilo sáenz mijail mulkay natasha klauss nelson camayo,crime tv show international tv show spanishlanguage tv show,medellín cartel crumbles pablo escobars 1 hit man struggle stay alive gain respect prison hierarchy,"['crime', 'tv', 'show', 'international', 'tv', 'show', 'spanishlanguage', 'tv', 'show']",2017,1 Season,Unknown,TV-MA,736,11
0,blind christ,michael silva bastián inostroza ana maría henríquez mauricio pinto pedro godoy hermelinda cayo héctor mella gonzalo villalobos noelia rubio,drama independent movie international movie,man claiming divine revelation child trek across chilean desert perform miracle friend badly injured remote town,"['drama', 'independent', 'movie', 'international', 'movie']",2016,86 min,"Chile, France",TV-MA,100,11
1,inlaws,louise lee rui en pierre png darren lim cynthia koh belinda lee,international tv show tv drama,swore meddle kid life like motherinlaw meddled son get married vow prof easy keep,"['international', 'tv', 'show', 'tv', 'drama']",2011,1 Season,Singapore,TV-14,419,9
1,crowd,chris odowd richard ayoade katherine parkinson matt berry,british tv show classic cult tv international tv show,aided techilliterate manager pair basementdwelling dweeb make life corporation run cloddish new owner,"['british', 'tv', 'show', 'classic', 'cult', 'tv', 'international', 'tv', 'show']",2013,5 Seasons,United Kingdom,TV-MA,506,11
0,un plus une,jean dujardin elsa zylberstein christopher lambert alice pol rahul vohra shriya pilgaonkar abhishek krishnan venantino venantini amma kalki koechlin,comedy drama international movie,womanizing musician travel india composes bollywood film score unexpectedly fall wife french ambassador,"['comedy', 'drama', 'international', 'movie']",2015,114 min,France,TV-MA,162,11
1,vexed,toby stephen miranda raison lucy punch nick dunning rory kinnear ronny jhutti roger griffith patrick baladi,british tv show crime tv show international tv show,charming slacker di jack armstrong driven professional di kate bishop try solve crime together without driving crazy,"['british', 'tv', 'show', 'crime', 'tv', 'show', 'international', 'tv', 'show']",2012,2 Seasons,United Kingdom,TV-MA,506,11
1,world war ii colour,robert powell,british tv show docuseries international tv show,footage dramatic moment world war ii restored color high definition historical documentary series,"['british', 'tv', 'show', 'docuseries', 'international', 'tv', 'show']",2009,1 Season,United Kingdom,TV-MA,506,11
1,daughter destiny,unknown,docuseries,five girl india impoverished family attend boarding school designed create opportunity strive brighter future,['docuseries'],2017,1 Season,United States,TV-14,603,9
0,incredible jessica james,jessica williams chris odowd lakeith stanfield noël well taliyah whitaker zabryna guevara sarah jones stephen susan heyward megan ketch,comedy independent movie romantic movie,burned bad breakup struggling new york city playwright make unlikely connection divorced app designer meet blind date,"['comedy', 'independent', 'movie', 'romantic', 'movie']",2017,84 min,United States,TV-MA,603,11
0,joe mande ’ awardwinning comedy special,joe mande,standup comedy,standup comic joe mande aim critical adulation special cover dating show shark tank jewish summer camp much,"['standup', 'comedy']",2017,67 min,United States,TV-MA,603,11
0,called morgan,unknown,documentary music musical,decade serving prison sentence killing jazz musician lee morgan commonlaw wife helen reflects life legacy,"['documentary', 'music', 'musical']",2016,91 min,"Sweden, United States",TV-14,474,9
0,aditi mittal thing wouldnt let say,aditi mittal,standup comedy,trailblazing comic aditi mittal mix topical standup frank talk single wearing thong awkwardness indian movie rating,"['standup', 'comedy']",2017,63 min,India,TV-MA,251,11
1,ari shaffir double negative,ari shaffir,standup comedy talk show,wry yet thoughtful comedian ari shaffir brings edgy humor two fastpaced standup special child adulthood,"['standup', 'comedy', 'talk', 'show']",2017,1 Season,United States,TV-MA,603,11
0,uncertain glory,marcel borràs bruna cusí nuria prims oriol pla luisa gavasa terele pávez fernando esteso juan diego roger casamajor jorge usón,drama international movie,lluís disinterested spanish soldier meet carlana fall quickly love soon discovers carlanas true passion power,"['drama', 'international', 'movie']",2017,116 min,Spain,TV-MA,444,11
0,amar,maría pedraza pol monen natalia tena nacho fresneda greta fernández gustavo salmerón celso bugallo sonia almarcha marta belenguer,drama international movie romantic movie,young laura carlos experience intensity fragility first love life reality gradually tarnish idealized notion romance,"['drama', 'international', 'movie', 'romantic', 'movie']",2017,104 min,Spain,TV-MA,444,11
0,buddy thunderstruck maybe pile,brian atkinson ted raimi harry chaskin debi derryberry philip maurice hayes leigh kelly jd ryznar nick shakoour ryan wiesbrock clark wiesbrock,child family movie comedy,champion truckracing dog buddy best friend ferret mechanic darnell paw maybe pile test bunch crazy stunt,"['child', 'family', 'movie', 'comedy']",2017,14 min,United States,TV-Y7,603,14
0,chasing coral,unknown,documentary,diver scientist photographer around world mount epic underwater campaign document disappearance coral reef,['documentary'],2017,89 min,United States,TV-PG,603,12
0,bone,lily collins keanu reef carrie preston lili taylor alex sharp liana liberato brooke smith leslie bibb kathryn prescott,drama independent movie,ellen 20yearold anorexia nervosa go harrowing sometimes funny journey selfdiscovery group home run unusual doctor,"['drama', 'independent', 'movie']",2017,108 min,United States,TV-MA,603,11
0,dl hughley clear,dl hughley,standup comedy,2014 standup special filmed san francisco comedic genius dl hughley entertains hilarious take current affair,"['standup', 'comedy']",2014,59 min,United States,TV-MA,603,11
0,tom segura completely normal,tom segura,standup comedy,levelheaded standup tom segura share offhand appraisal hotel open hobby digestive ailment comedy special,"['standup', 'comedy']",2014,74 min,United States,TV-MA,603,11
1,dawn croods,stephanie lemelin aj locascio dan milano grey delisle cree summer laraine newman chris parnell ana gasteyer dee bradley baker thomas lennon dominic catrambone,kid tv,world first family back laugh discover sport sleepover wonder world exotic creature adventure,"['kid', 'tv']",2017,4 Seasons,United States,TV-Y7,603,14
